age,gender,bmi_category,can_cook,meals_per_day,hunger_cycle_min,allergies,food_calories,food_protein,food_fat,food_carbs,food_difficulty,label,Ingredients1,Ingredients2,Ingredients3
10,male,Underweight,0,3,45,Egg,513.04,15.73,20.54,66.88,unknown,Gemelli with Broccoli Rabe and Anchovies,,,
8,male,Obese,1,3,143,"Soybean, Peach, Egg",242.23,28.75,9.62,9.3,unknown,Barbeque Halibut Steaks,,,
11,female,Underweight,0,3,104,Walnut,828.01,42.96,45.28,59.85,unknown,Braised Hoisin Beer Short Ribs with Creamy Mashed Yukons and Sesame Snow Peas,Sesame,,
14,female,Normal,0,2,89,"Buckwheat, Walnut",493.47,38.75,23.04,33.26,unknown,Baked Gefilte Fish,Fish,,
11,male,Normal,0,1,136,"Peanut, Soybean",516.58,80.36,15.12,10.56,unknown,Hooked On Halibut,,,
13,male,Normal,1,3,174,"Mackerel, Sulfurous acid, Peanut",408.99,30.79,29.16,3.01,unknown,Salmon with Creamy Dill Sauce,,,
12,male,Normal,1,0,134,Milk,519.51,40.73,35.94,5.95,unknown,Blackened Salmon with Blue Cheese Sauce,,,
15,female,Normal,0,3,51,,468.37,36.04,11.2,29.99,unknown,Poached Halibut with Green Beans and Red Potatoes,Potato,,
13,male,Obese,1,2,25,Buckwheat,383.98,67.72,8.2,6.06,unknown,"Salt-Baked Branzino with Citrus, Fennel and Herbs",,,
6,male,Normal,0,3,77,Milk,481.51,46.34,17.22,33.88,unknown,Salmon with Lentils and Mustard-Herb Butter (Saumon aux Lentilles),,,
7,male,Overweight,0,0,19,,309.4,32.12,19.29,3.92,unknown,Fish Over A Bed Of Spinach,Fish,,
16,female,Normal,0,1,145,,485.93,78.02,14.0,7.64,unknown,Adriatic Fish Broth,Fish,,
6,male,Obese,0,2,20,,230.41,32.63,9.23,2.83,unknown,Halibut with Spicy Mint-Cilantro Chutney,,,
12,male,Obese,1,0,154,,200.01,30.89,3.99,2.59,unknown,Sake Sea Bass in Parchment,,,
12,male,Obese,1,1,9,,261.52,32.4,8.57,13.15,unknown,Oven-roasted Striped Bass with Peppers,,,
9,male,Underweight,0,1,167,"Pork, Chicken, Squid",649.47,38.58,33.55,49.7,unknown,Grilled Halibut with Smashed Fingerlings and Tomato Butter,Tomato,,
9,female,Normal,0,2,56,"Chicken, Crab, Peanut",576.44,44.24,35.8,15.61,unknown,Pan Bagnat,,,
15,female,Overweight,0,0,135,,411.02,47.55,22.63,2.78,unknown,Trout With Olives And Brown Butter,,,
9,male,Underweight,1,0,166,,721.56,45.23,32.23,44.2,unknown,Seared Wild Salmon With New Potatoes And Dijon Broth,Potato,,
10,male,Underweight,1,2,76,Peach,720.03,18.12,44.66,56.76,unknown,Sundried Tomato Sauce,Tomato,,
16,female,Overweight,1,3,110,,307.93,24.53,15.52,17.27,unknown,Cheesy Catfish Chowder,Fish,,
7,female,Normal,0,0,44,"Crab, Beef, Shellfish",485.78,34.27,21.14,38.99,unknown,Sauted Cod With Textures Of Jerusalem Artichokes,,,
8,male,Normal,0,1,8,"Soybean, Tomato, Crab",457.53,60.61,21.48,2.11,unknown,Grilled Striped Bass with Lemon and Fennel,Lemon,,
15,male,Normal,1,1,53,,459.06,26.33,35.76,3.74,unknown,Smoked Bluefish Pate,Fish,,
15,male,Obese,0,3,44,,347.91,28.33,4.48,48.0,unknown,Caramel Pork,Pork,,
8,female,Underweight,1,2,77,"Milk, Wheat",670.12,52.02,38.94,31.23,unknown,Turkey Tonnato With Potatoes And Green Beans,Potato,,
6,male,Obese,0,3,17,,383.98,67.72,8.2,6.06,unknown,"Salt-Baked Branzino with Citrus, Fennel and Herbs",,,
14,female,Normal,0,0,158,"Buckwheat, Squid, Sulfurous acid",482.54,32.73,29.08,25.09,unknown,Pan-roasted Sea Bass With Citrus And Avocado Oil,,,
8,male,Underweight,1,3,56,,886.87,82.83,46.24,36.33,unknown,Whole Grilled Fiesta Fish,Fish,,
9,male,Underweight,0,0,20,"Buckwheat, Squid",536.29,14.91,24.28,66.86,unknown,Panzanella,,,
6,female,Overweight,1,2,36,"Pine nut, Egg, Squid",427.13,69.06,15.25,4.56,unknown,Pan- Seared Tilapia,,,
12,female,Normal,1,1,104,Milk,451.05,9.41,31.1,31.21,unknown,Emmanuel's Baked Artichoke Hearts,,,
9,female,Obese,0,0,104,"Milk, Crab",153.86,15.67,4.38,14.56,unknown,"Fish and Vegetable Soup with Lime, Ginger, and Cilantro",Fish,,
9,male,Underweight,1,1,157,,660.98,72.43,15.53,55.09,unknown,Grilled Mackerel With Spicy Tomato Jam,Mackerel,Tomato,
7,female,Normal,1,2,15,"Chicken, Milk, Shrimp",442.68,34.55,26.55,4.44,unknown,Big City Salmon with Martini Sauce,,,
16,male,Overweight,0,0,151,"Milk, Buckwheat",345.26,34.54,19.46,6.73,unknown,Grilled Salmon With Zucchini Relish,,,
13,female,Underweight,0,0,173,"Beef, Walnut, Crab",560.27,24.65,19.16,71.74,unknown,Pasta With Tonnato And Tomato,Tomato,,
8,male,Normal,0,3,86,"Pork, Pine nut, Beef",435.3,9.17,38.81,16.4,unknown,Catfish Pecan With Lemon-Thyme-Pecan Butter,Lemon,Fish,
11,male,Underweight,1,3,149,"Peanut, Beef",560.27,24.65,19.16,71.74,unknown,Pasta With Tonnato And Tomato,Tomato,,
15,male,Normal,0,2,130,"Beef, Crab, Squid",457.58,60.55,21.5,2.31,unknown,Grilled Striped Bass,,,
6,male,Overweight,0,2,13,Mackerel,446.01,15.17,27.3,34.43,unknown,Ceasar Salad,,,
16,male,Obese,0,0,165,,208.81,21.78,8.5,2.52,unknown,Sole with Tarragon-Butter Sauce,,,
6,male,Overweight,1,2,129,"Milk, Crab, Peanut",393.74,41.03,22.98,5.19,unknown,Whole Striped Bass with Lemon and Mint,Lemon,,
9,female,Normal,0,2,69,Sulfurous acid,402.01,39.25,19.24,12.33,unknown,Chicken Breasts Provenal,Chicken,,
10,male,Normal,1,2,54,Mackerel,411.41,13.11,19.18,48.94,unknown,Pasta Puttanesca,,,
8,male,Overweight,1,3,11,"Pine nut, Wheat",422.14,44.85,25.15,3.47,unknown,Grilled Sea Bass with Tropical Salsa,,,
14,male,Normal,1,3,20,"Soybean, Shellfish, Milk",528.33,39.56,39.8,1.38,unknown,Salmon with Andouille Sausage and Green Olives,,,
7,female,Underweight,1,2,106,"Soybean, Pork",528.1,35.93,24.78,42.42,unknown,Leek And Smoked Haddock Chowder,,,
10,female,Underweight,1,0,155,,702.78,26.36,53.03,32.66,unknown,Grilled Mozzarella Sandwich With Anchovy-olive Tapenade,Anchovy,,
6,female,Obese,0,2,166,,259.64,32.33,7.82,12.21,unknown,"Sea Bass with Fennel, Tomato and Orange",Tomato,,
8,female,Obese,1,2,72,,255.83,32.43,8.48,10.7,unknown,Crispy Baked Cod,,,
11,male,Overweight,1,2,41,,306.33,27.19,16.13,12.69,unknown,Cedar-Planked Monkfish with Fire-Roasted and Puttanesca Relish,Fish,,
6,male,Normal,0,3,25,"Beef, Mackerel",549.92,23.58,25.52,57.09,unknown,Anchovy- Tomato Toast,Anchovy,Tomato,
6,male,Underweight,0,3,29,"Peanut, Chicken",687.42,59.83,36.08,32.61,unknown,Roasted Halibut With Bacon On Mashed Potatoes With Cabbage Recipe,Potato,,
15,female,Normal,0,0,52,,416.62,14.3,16.81,54.36,unknown,Pasta with Smothered Broccoli Rabe and Olives,,,
7,female,Normal,1,0,9,"Egg, Tomato",533.4,4.36,57.04,2.96,unknown,Chicken Caesar Salad,Chicken,,
12,male,Normal,0,1,80,,561.81,5.21,40.32,26.04,unknown,Steak Winegrower's Style (entrecte Vigneronne),,,
9,male,Obese,1,0,84,"Pork, Soybean, Squid",342.42,42.47,5.33,10.66,unknown,Baked Sea Bass With Ginger Ponzu Sauce,,,
15,male,Overweight,1,0,130,Pork,433.4,35.24,13.95,30.03,unknown,Salmon with Orange Pan Sauce,,,
10,male,Underweight,1,0,155,,670.31,44.28,25.89,44.47,unknown,Salmon with Shiitake and Red Wine Sauce,,,
8,female,Underweight,0,1,35,"Crab, Wheat",690.05,18.93,52.25,32.09,unknown,French in a Flash: Chilean Sea Bass with Bouillabaisse Broth,,,
11,female,Underweight,0,2,67,,593.01,28.74,39.79,35.33,unknown,Pistachio-crusted Petrale Sole With Grapefruit-avocado Salad,,,
14,male,Normal,0,0,133,Buckwheat,589.61,81.56,24.32,7.94,unknown,Ginger-and-Lemon-Steamed Striped Bass with Fennel Salad,Lemon,,
14,female,Normal,1,2,149,,417.05,36.65,24.17,11.14,unknown,Grill-steamed Mediterranean Halibut,,,
10,male,Normal,0,0,5,Shellfish,466.57,34.88,34.51,4.47,unknown,Blackened Salmon Fillets,,,
14,female,Underweight,0,0,43,"Wheat, Buckwheat, Shrimp",565.12,11.31,27.58,53.93,unknown,Baked Plaice With Pernod And Tomatoes,Tomato,,
6,female,Normal,0,3,59,"Chicken, Crab",492.84,22.94,43.41,2.2,unknown,Corned Beef In Broth With Salsa Verde,Beef,,
11,female,Underweight,0,0,95,,869.05,66.61,41.97,54.03,unknown,Chicken Thighs with Garlicky Crumbs and Snap Peas,Garlic,Chicken,
9,male,Normal,1,1,102,"Buckwheat, Egg",409.85,34.43,23.78,13.46,unknown,Chilean Sea Bass,,,
16,female,Normal,1,2,79,,509.53,14.12,46.1,11.99,unknown,Muffuletta,,,
8,male,Underweight,1,1,170,,528.1,35.93,24.78,42.42,unknown,Leek And Smoked Haddock Chowder,,,
15,male,Obese,1,0,106,"Shellfish, Peanut",164.21,21.55,7.93,0.91,unknown,Lemon Sole with Lemon-Caper Sauce,Lemon,,
11,female,Normal,1,0,161,"Milk, Sulfurous acid, Beef",433.4,35.24,13.95,30.03,unknown,Salmon with Orange Pan Sauce,,,
16,male,Obese,1,3,109,,333.57,60.79,8.07,1.11,unknown,Chili-Roasted Cod,,,
12,male,Normal,0,3,23,"Peach, Tomato",535.51,40.94,16.99,53.96,unknown,Yagihashi's Black Sea Bass with Somen and Vegetables,,,
15,female,Normal,0,3,39,"Wheat, Peanut",535.51,40.94,16.99,53.96,unknown,Yagihashi's Black Sea Bass with Somen and Vegetables,,,
9,female,Underweight,1,1,68,,527.66,40.84,28.79,34.28,unknown,"Pan-Roasted Striped Bass with Roasted Artichokes, Mushrooms, and Tomato Marmalade",Tomato,,
8,female,Normal,0,0,137,Tomato,419.75,38.51,23.46,14.33,unknown,Miso Salmon With Mushrooms,,,
8,male,Normal,0,1,39,,550.99,46.98,32.34,6.27,unknown,Oven-Baked Salmon with Picholine Olive Sauce,,,
16,female,Normal,0,1,42,"Shrimp, Mackerel, Sulfurous acid",546.07,32.15,34.16,28.63,unknown,Mool Gooksu (korean Mixed Noodles In Anchovy Broth),Anchovy,,
16,male,Overweight,0,0,69,"Walnut, Sulfurous acid",341.18,18.78,21.29,20.3,unknown,Down And Dirty Pasta E Cecci,,,
10,female,Normal,0,2,70,"Chicken, Wheat, Milk",441.14,14.82,21.92,47.23,unknown,Fusilli with Feta & Lemon-Caper Pesto,Lemon,,
11,female,Obese,1,3,32,Crab,342.42,42.47,5.33,10.66,unknown,Baked Sea Bass With Ginger Ponzu Sauce,,,
13,female,Normal,0,3,37,"Walnut, Crab",427.67,21.24,20.84,40.45,unknown,The Secret Ingredient (pastis): Pastis-glazed Fish With Fennel,Fish,,
14,female,Normal,0,3,97,Egg,462.86,37.85,17.3,47.77,unknown,Red Snapper Puttanesca,,,
9,male,Normal,0,1,47,,411.52,46.91,20.73,6.23,unknown,Grilled Swordfish,Fish,,
11,female,Underweight,0,2,155,Beef,810.28,17.99,61.37,55.94,unknown,Little Gem Lettuce With House Caesar Dressing,,,
10,male,Normal,0,2,80,"Walnut, Mackerel",423.28,34.59,24.22,13.43,unknown,Salmon With Agrodolce Sauce,,,
13,female,Underweight,1,0,147,,747.71,54.22,43.93,36.36,unknown,Pissaladiere,,,
14,male,Obese,1,2,46,"Chicken, Peach",362.02,28.46,8.16,22.65,unknown,Cod Poached in Tomato-Saffron Broth,Tomato,,
14,male,Overweight,1,1,59,,427.13,69.06,15.25,4.56,unknown,Pan- Seared Tilapia,,,
7,female,Normal,0,3,122,"Peach, Pork",402.01,39.25,19.24,12.33,unknown,Chicken Breasts Provenal,Chicken,,
7,female,Obese,0,0,103,Sulfurous acid,214.0,16.6,8.63,16.77,unknown,Herb Stuffed Sole,,,
8,female,Normal,0,0,94,Pork,507.28,34.19,35.76,13.6,unknown,Sauteed Striped Bass with Mint Pesto and Spiced Carrots,Carrot,,
9,female,Underweight,1,1,9,"Egg, Crab, Milk",670.6,73.25,22.41,36.46,unknown,"Porgy, Roman Style: Pagro alla Romana",,,
9,male,Underweight,1,1,54,,586.1,53.78,25.03,36.7,unknown,French Tuna Burger With Green Bean Salad,,,
8,male,Normal,1,3,90,"Buckwheat, Mackerel, Milk",425.6,38.56,12.18,41.96,unknown,Pan-Fried Snapper with Buttery Parsnip Puree,,,
10,male,Overweight,1,2,20,"Milk, Soybean",359.29,33.36,23.9,1.55,unknown,Seared Ahi Tuna Steaks,,,
12,female,Normal,0,2,80,"Wheat, Peanut, Soybean",501.2,23.57,43.63,3.03,unknown,Crostini With Beef Tartare And White Truffle Oil,Beef,,
8,male,Underweight,1,2,89,,545.23,21.73,26.5,56.39,unknown,"Fiery Spaghetti with Anchovies, Olives, and Capers in a Quick Tomato Sauce",Tomato,,
13,female,Underweight,1,2,138,Chicken,718.38,45.43,34.17,55.53,unknown,Sicilian Stuffed Swordfish with Cherry Tomato Sauce,Tomato,Fish,
13,female,Underweight,1,3,58,Walnut,828.01,42.96,45.28,59.85,unknown,Braised Hoisin Beer Short Ribs with Creamy Mashed Yukons and Sesame Snow Peas,Sesame,,
13,female,Underweight,0,0,96,"Shellfish, Soybean, Mackerel",516.46,14.8,30.87,50.68,unknown,Roasted Cauliflower With Anchovy Bread Crumbs,Anchovy,,
6,female,Normal,1,0,67,,466.52,75.86,10.72,12.87,unknown,Red Snapper With Asparagus In White Wine Butter Sauce,,,
15,female,Overweight,1,3,74,Peanut,389.85,34.02,24.45,9.37,unknown,Sauteed Halibut with Pecan Shallot Topping,,,
6,female,Underweight,0,3,137,,670.0,39.67,33.68,54.28,unknown,Grilled Halibut with Smashed Fingerlings and Tomato Butter,Tomato,,
10,female,Underweight,1,2,58,,946.23,75.04,49.48,48.76,unknown,Grilled Trout with White Beans and Caper Vinaigrette,,,
16,female,Normal,1,2,84,Milk,572.13,30.97,22.12,60.73,unknown,Fish Taco Platter,Fish,,
7,male,Obese,1,0,126,,183.61,30.94,3.97,3.99,unknown,Asian Marinated Striped Bass,,,
15,male,Obese,1,0,171,Crab,231.55,31.99,4.37,16.26,unknown,Peruvian Ceviche,,,
12,male,Obese,1,1,46,,246.81,29.16,6.54,19.42,unknown,Sea Bass and Spicy Tomato Sauce Over Braised Fennel,Tomato,,
9,male,Underweight,0,1,172,,680.06,56.03,33.77,41.17,unknown,Eggplant Stuffed With Savory Beef,Egg,Beef,
8,male,Overweight,0,1,89,"Wheat, Shellfish",407.91,28.54,27.51,11.16,unknown,Butter And Herb Cracker Crusted Baked Cod Fish,Fish,,
12,male,Obese,1,0,156,,208.24,27.1,7.79,6.62,unknown,Poached Cod with Parsley Sauce,,,
7,female,Overweight,1,3,141,Sulfurous acid,407.42,49.7,8.94,29.2,unknown,Shiso Wrapped Bass Dumplings In Dashi,,,
9,male,Obese,0,2,138,"Crab, Beef, Milk",206.64,29.28,8.29,6.1,unknown,Lemon-Dill Tilapia,Lemon,,
10,female,Obese,1,0,24,Sulfurous acid,254.6,32.52,8.33,10.39,unknown,Grilled Stuffed Red Snapper,,,
10,male,Normal,1,3,89,,555.63,54.09,28.59,13.19,unknown,Turkey Ossobuco,,,
7,male,Normal,1,3,162,Egg,566.62,7.95,43.89,38.63,unknown,Baked Peppers With Onion And Tomato,Tomato,,
13,female,Underweight,1,3,26,,670.91,37.4,33.29,39.15,unknown,Lake Trout with Fingerling Potatoes and Bacon,Potato,,
9,female,Underweight,1,2,68,"Shrimp, Peanut, Egg",828.01,42.96,45.28,59.85,unknown,Braised Hoisin Beer Short Ribs with Creamy Mashed Yukons and Sesame Snow Peas,Sesame,,
8,female,Underweight,0,3,59,,739.95,49.8,41.12,44.34,unknown,Glazed Salmon with Braised Fennel,,,
14,female,Overweight,1,0,149,"Mackerel, Peanut, Tomato",301.15,32.41,8.44,17.59,unknown,Gulf Fish en Papillote,Fish,,
6,male,Underweight,1,3,120,Crab,543.72,37.47,20.55,48.7,unknown,"Pan-Seared Sea Bass with Olives, Tomatoes and Oregano Brown Rice",Rice,Tomato,
12,female,Obese,1,0,89,Mackerel,246.81,29.16,6.54,19.42,unknown,Sea Bass and Spicy Tomato Sauce Over Braised Fennel,Tomato,,
8,female,Normal,0,0,5,,548.78,3.8,57.14,6.17,unknown,Salsa Verde,,,
8,female,Obese,0,2,35,Wheat,166.91,18.11,3.72,15.74,unknown,Korean Miso Soup With Manilla Clams,,,
11,female,Underweight,1,2,82,,732.1,44.26,38.81,32.78,unknown,Braised Monkfish with Wild Mushrooms and Cipollini Onions,Fish,,
12,female,Obese,1,2,23,"Crab, Beef, Buckwheat",201.44,22.15,8.73,6.61,unknown,Poached Sea Bass with Lemon Butter,Lemon,,
10,male,Overweight,0,2,94,,325.17,25.16,22.29,6.95,unknown,Grilled Tuna And Provolone Sandwiches With Salsa Verde,,,
13,male,Underweight,0,1,9,Tomato,886.87,82.83,46.24,36.33,unknown,Whole Grilled Fiesta Fish,Fish,,
11,female,Normal,1,1,78,"Crab, Pork, Milk",555.63,54.09,28.59,13.19,unknown,Turkey Ossobuco,,,
6,male,Underweight,1,3,88,Walnut,754.04,57.76,24.63,58.19,unknown,Fish Stew With Saffron Couscous,Fish,,
12,female,Underweight,0,2,28,,695.05,36.53,42.52,40.68,unknown,Grilled Caesar Salad with Shrimp,Shrimp,,
15,male,Underweight,0,0,78,Chicken,542.14,15.79,28.72,60.4,unknown,Crispy Potato Salad With Chimichurri Sauce,Potato,,
12,female,Normal,1,0,18,,408.93,65.07,13.27,10.06,unknown,Easy Asian-style Low Fat Microwave Steamed Fish,Fish,,
8,female,Underweight,1,0,33,"Shellfish, Mackerel",628.31,41.59,24.62,37.48,unknown,McDevitt's Miso-Marinated Sea Bass,,,
9,female,Obese,0,3,146,Chicken,168.56,18.52,9.63,2.47,unknown,Tuna Patties,,,
7,male,Normal,0,2,89,,441.98,63.24,7.1,34.29,unknown,"Tuna, potato and green bean salad",Potato,,
10,female,Underweight,1,2,115,Egg,716.2,41.69,34.71,52.91,unknown,Spiedini Alla Romana,,,
12,female,Overweight,0,2,85,"Pork, Walnut",433.57,18.07,6.89,68.53,unknown,What is your sodium style,,,
7,female,Normal,1,3,76,Soybean,437.17,32.65,32.09,4.81,unknown,Chinese-style Steamed Bass,,,
8,male,Normal,0,2,31,"Squid, Beef",410.32,45.63,23.17,2.57,unknown,Sauted Chicken with Tonnato Sauce,Chicken,,
12,male,Normal,1,0,128,Peach,548.68,34.38,31.93,7.32,unknown,Salmon with Red Wine-Balsamic Sauce,,,
7,male,Underweight,0,1,138,"Sulfurous acid, Crab, Shrimp",529.92,24.26,20.35,59.68,unknown,Penne Rigate with Spicy Braised Swordfish,Fish,,
6,female,Underweight,0,3,81,,663.02,43.2,39.53,37.51,unknown,Chicken Caesar Salad With Anchovy-caesar Vinaigrette And Garlic,Anchovy,Garlic,Chicken
7,female,Underweight,0,0,156,,627.65,48.22,23.75,45.63,unknown,Dinner Tonight: Mackerel with Currants,Mackerel,,
9,female,Normal,0,3,7,Chicken,513.04,15.73,20.54,66.88,unknown,Gemelli with Broccoli Rabe and Anchovies,,,
12,male,Underweight,1,0,87,,565.12,11.31,27.58,53.93,unknown,Baked Plaice With Pernod And Tomatoes,Tomato,,
10,female,Overweight,1,0,170,,407.42,49.7,8.94,29.2,unknown,Shiso Wrapped Bass Dumplings In Dashi,,,
10,male,Underweight,0,2,61,"Crab, Egg, Squid",544.9,8.76,39.87,43.94,unknown,Natural Factors??Tropical Summer Caesar Salad,,,
16,female,Normal,1,0,90,,515.72,55.05,28.53,9.35,unknown,Grilled Pork Chops with Anchovies and Swiss Chard,Pork,,
14,female,Normal,0,1,64,"Soybean, Pine nut",586.67,42.63,42.34,8.5,unknown,Sea Salt-Crusted Pink Snapper with Ice Wine Nage,,,
14,female,Overweight,1,1,129,"Peach, Milk, Peanut",440.28,45.64,7.51,44.24,unknown,Fried Red Fish,Fish,,
8,female,Obese,0,3,100,Peanut,256.2,32.04,7.78,14.0,unknown,Sauted Striped Bass with Summer Vegetables,,,
16,female,Overweight,0,2,75,"Mackerel, Walnut",409.06,10.82,28.02,28.34,unknown,Parmesan & Anchovy Straws,Anchovy,,
6,male,Underweight,1,1,163,"Peach, Chicken, Walnut",626.81,35.06,35.12,44.54,unknown,Sole With Summer Vegetable Salsa,,,
12,male,Normal,0,3,102,"Squid, Sulfurous acid, Peanut",401.33,72.58,6.22,16.56,unknown,Sea Bass With Asparagus,,,
16,male,Normal,1,1,88,"Walnut, Soybean, Crab",457.58,60.55,21.5,2.31,unknown,Grilled Striped Bass,,,
9,female,Normal,1,2,89,,583.22,40.91,35.15,20.35,unknown,Pancetta-Wrapped Salmon with Red Wine Butter,,,
14,male,Overweight,1,3,67,Mackerel,300.27,25.26,16.98,12.25,unknown,Seared Wild Striped Bass with Sauteed Spring Vegetables,,,
9,female,Normal,0,3,6,"Wheat, Beef",492.79,45.43,32.95,1.73,unknown,Grilled Salmon With Ginger- Soy Butter,,,
16,female,Normal,1,0,171,"Buckwheat, Beef",519.51,40.73,35.94,5.95,unknown,Blackened Salmon with Blue Cheese Sauce,,,
16,female,Obese,1,0,25,"Buckwheat, Tomato, Wheat",255.83,32.43,8.48,10.7,unknown,Crispy Baked Cod,,,
13,male,Underweight,0,2,80,"Wheat, Buckwheat, Beef",709.13,72.1,33.04,35.06,unknown,Puttanesca Baked Cod,,,
9,male,Underweight,1,3,41,"Squid, Soybean",697.97,21.73,51.73,38.38,unknown,My Caesar Salad. Part 2,,,
13,female,Obese,1,1,77,Buckwheat,228.88,32.53,6.42,9.01,unknown,Origami Sea Bass,,,
6,male,Underweight,0,3,87,,530.69,30.98,26.11,43.2,unknown,"Omega 3 Fishballs  (with Swordfish, Cod, Anchovies And Chickpeas)",Fish,,
16,female,Overweight,1,3,37,,342.42,42.47,5.33,10.66,unknown,Baked Sea Bass With Ginger Ponzu Sauce,,,
16,male,Obese,1,3,33,,301.15,32.41,8.44,17.59,unknown,Gulf Fish en Papillote,Fish,,
16,female,Overweight,0,0,161,Peach,331.93,30.67,21.57,3.08,unknown,Herb-Broiled Fish with Lemon Aioli,Lemon,Fish,
12,female,Obese,0,3,40,"Wheat, Soybean, Peach",247.89,21.43,3.02,12.93,unknown,Grappa-Cured Striped Bass,,,
12,male,Underweight,1,3,149,Walnut,683.1,43.52,36.55,44.04,unknown,Sea Bass Fillets with Parsley Sauce,,,
14,female,Normal,0,3,173,Sulfurous acid,438.31,36.76,20.03,27.54,unknown,"Pfb: Ancho-seared Swordfish With Ginger-sweet Potato Mash, Sear",Potato,Fish,
7,male,Obese,1,3,96,"Pork, Egg",213.57,22.37,8.43,3.26,unknown,Sole with Tarragon-Butter Sauce,,,
6,male,Obese,1,3,99,,200.01,30.89,3.99,2.59,unknown,Sake Sea Bass in Parchment,,,
7,female,Underweight,0,3,17,,586.1,53.78,25.03,36.7,unknown,French Tuna Burger With Green Bean Salad,,,
8,female,Obese,1,2,120,"Buckwheat, Tomato, Milk",286.83,15.57,9.58,40.92,unknown,Sauted Squid Salad With Salsa Verde,Squid,,
10,male,Obese,0,2,83,"Milk, Squid",252.58,34.16,7.64,12.29,unknown,Sauted Bass with Shiitake Mushroom Sauce,,,
8,male,Normal,0,1,166,,446.44,32.74,10.99,29.64,unknown,"Sea Bass with Saffron, Sherry and Pine Nuts",Pine nut,,
10,female,Underweight,1,2,169,"Wheat, Pine nut",828.01,42.96,45.28,59.85,unknown,Braised Hoisin Beer Short Ribs with Creamy Mashed Yukons and Sesame Snow Peas,Sesame,,
6,male,Normal,1,0,13,"Shellfish, Buckwheat",591.44,82.81,23.86,6.52,unknown,Bouillabaisse,,,
15,female,Underweight,1,1,136,,651.69,25.69,37.15,56.66,unknown,Smoked Fish Chowder,Fish,,
14,male,Overweight,1,1,60,"Tomato, Beef",412.32,34.98,23.78,15.79,unknown,Minted Salmon,,,
9,male,Normal,0,1,70,"Chicken, Wheat",493.46,19.38,42.45,11.25,unknown,Butter Poached Salmon With Warm Tomato Relish,Tomato,,
15,female,Normal,0,3,7,,400.67,22.48,31.29,3.62,unknown,Chicken with Green Olives,Chicken,,
12,female,Underweight,0,0,160,,981.59,37.94,61.53,63.03,unknown,Salmon Wellington,,,
11,male,Obese,1,0,157,"Sulfurous acid, Milk, Egg",193.0,20.7,8.95,6.94,unknown,Shrimp and Crab Stuffed Flounder,Crab,Shrimp,
7,male,Overweight,1,0,147,Walnut,373.46,36.46,6.6,13.94,unknown,Fish Fumet,Fish,,
15,female,Underweight,0,2,167,"Pine nut, Egg, Chicken",981.59,37.94,61.53,63.03,unknown,Salmon Wellington,,,
12,female,Obese,1,2,66,Milk,153.86,15.67,4.38,14.56,unknown,"Fish and Vegetable Soup with Lime, Ginger, and Cilantro",Fish,,
10,female,Underweight,0,0,70,,810.28,17.99,61.37,55.94,unknown,Little Gem Lettuce With House Caesar Dressing,,,
9,female,Obese,0,3,50,,185.53,19.83,3.16,18.84,unknown,Fish Chowder,Fish,,
11,female,Underweight,1,0,129,"Chicken, Sulfurous acid, Wheat",591.76,15.22,34.0,56.76,unknown,Pepper Pasta,,,
11,female,Normal,1,1,143,"Peanut, Beef",527.02,4.79,48.36,21.02,unknown,Green Goddess Dip,,,
15,female,Overweight,0,1,98,"Beef, Mackerel",345.32,41.51,16.78,2.73,unknown,Foil-Baked Sea Bass with Spinach,,,
14,female,Overweight,0,0,115,"Tomato, Milk",359.09,33.0,21.6,7.81,unknown,Thyme-Crusted Buttery Halibut with Parsley Sauce,,,
15,female,Normal,1,2,44,"Pine nut, Peach",597.16,58.69,32.83,14.27,unknown,Swordfish with Tomatoes and Capers,Tomato,Fish,
13,male,Overweight,1,0,108,Peanut,397.53,22.93,11.65,49.98,unknown,Cavatappi Nioise,,,
8,male,Normal,1,2,153,"Squid, Chicken, Beef",403.15,32.35,21.73,19.73,unknown,Grilled Fish With Orange-fennel Salsa,Fish,,
9,female,Obese,0,0,120,"Soybean, Pork",342.44,36.26,9.71,25.68,unknown,Oven-Roasted Sea Bass with Couscous and Warm Tomato Vinaigrette,Tomato,,
13,male,Normal,0,1,134,"Sulfurous acid, Shellfish, Beef",581.03,29.36,43.77,17.94,unknown,Pecan-crusted Trout with Peach-Habanero Chile Sauce,Peach,,
9,female,Underweight,0,3,45,Soybean,623.99,12.79,50.51,36.14,unknown,Caesar Salad With Toasty Garlic Croutons,Garlic,,
12,male,Underweight,1,3,104,,501.52,29.76,12.47,41.32,unknown,Quick-Cured Sake Salmon with Quinoa,,,
8,female,Normal,1,0,51,Wheat,407.33,16.89,24.11,32.57,unknown,"Pizza With Anchovies, Red Onion, And Oregano",,,
15,female,Normal,1,0,82,"Squid, Wheat, Pine nut",519.62,62.46,19.77,10.84,unknown,Codfish With Herbed White-wine Lemon Sauce,Lemon,Fish,
9,male,Obese,0,3,97,Crab,185.76,29.84,5.09,6.63,unknown,Fish with Curried Cucumber Tomato Water and Tomato Herb Salad,Tomato,Fish,
14,female,Normal,1,1,170,Wheat,531.5,36.8,34.74,20.2,unknown,Ginger-Miso Striped Bass in Shiitake Mushroom Broth,,,
