age,gender,bmi_category,can_cook,meals_per_day,hunger_cycle_min,allergies,food_calories,food_protein,food_fat,food_carbs,food_difficulty,label,Ingredients1,Ingredients2,Ingredients3
6,0,0,1,3,87,,406.23,34.87,28.19,2.58,0,Crispy Skin Salmon,None,None,None
9,1,3,1,3,77,"Peach, Squid",648.16,30.22,41.34,38.25,0,Broiled Fish On Toasted Sourdough,Fish,None,None
10,0,3,1,2,175,"Shellfish, Sulfurous acid, Buckwheat",893.88,42.22,51.09,65.43,0,Sea Bream with Artichokes and Caper Dressing,None,None,None
12,0,2,1,1,91,,424.34,67.62,13.54,6.77,0,Basil-Steamed Halibut with Lemon CrÃÂÃÂ¨me Sauce,Lemon,None,None
16,0,0,1,2,8,"Peach, Tomato, Peanut",480.11,7.48,30.52,44.38,0,Piquillo-Pepper Num Pangs,None,None,None
10,1,0,0,0,142,"Peach, Egg",513.04,15.73,20.54,66.88,0,Gemelli with Broccoli Rabe and Anchovies,None,None,None
7,0,1,1,1,88,Buckwheat,130.76,16.28,5.28,4.07,0,Caesar Salad,None,None,None
12,1,0,1,1,76,"Crab, Egg, Mackerel",419.95,24.4,21.28,25.84,0,Fried Eel,None,None,None
15,1,2,0,3,149,Peanut,377.71,32.73,22.13,13.19,0,Seared Sea Bass with Spicy Lemongrass Crust,Lemon,None,None
13,1,3,1,1,50,Wheat,670.31,44.28,25.89,44.47,0,Salmon with Shiitake and Red Wine Sauce,None,None,None
16,0,0,0,0,102,"Soybean, Sulfurous acid, Tomato",413.36,37.16,23.04,18.08,0,Salmon And Zucchini Baked In Parchment,None,None,None
11,1,2,1,2,94,Egg,360.18,31.11,25.13,0.86,0,Grilled Salmon With Basil Aioli,None,None,None
14,1,0,1,2,145,Squid,419.95,24.4,21.28,25.84,0,Fried Eel,None,None,None
8,1,3,1,1,58,"Chicken, Beef",810.28,17.99,61.37,55.94,0,Little Gem Lettuce With House Caesar Dressing,None,None,None
6,0,0,1,1,28,Squid,419.48,36.57,20.17,23.17,0,Hake Fillet with Jasmine Rice,Rice,None,None
7,0,1,1,2,19,"Tomato, Buckwheat, Pine nut",201.34,34.34,6.75,1.01,0,Baked Garlic Lemon Tilapia,Lemon,Garlic,None
10,0,2,1,3,44,,313.93,10.01,27.64,11.87,0,Faux Peanut Sauce,Peanut,None,None
11,1,0,0,0,139,Buckwheat,542.14,15.79,28.72,60.4,0,Crispy Potato Salad With Chimichurri Sauce,Potato,None,None
13,0,3,0,3,22,,979.48,80.97,37.3,50.2,0,Grilled Fish With Pesto Sauce,Fish,None,None
9,0,2,1,1,115,Soybean,305.9,34.57,16.57,3.61,0,Super Simple Salmon,None,None,None
8,0,3,1,2,58,"Peach, Tomato",695.05,36.53,42.52,40.68,0,Grilled Caesar Salad with Shrimp,Shrimp,None,None
11,1,3,1,2,135,,575.73,36.88,16.41,70.71,0,Salmon with Warm Passion-Fruit Vinaigrette,None,None,None
11,0,3,1,3,139,Mackerel,709.13,72.1,33.04,35.06,0,Puttanesca Baked Cod,None,None,None
8,0,0,0,3,161,"Buckwheat, Pine nut, Egg",492.79,45.43,32.95,1.73,0,Grilled Salmon With Ginger- Soy Butter,None,None,None
6,1,3,1,3,133,"Peach, Chicken, Shellfish",560.39,48.62,20.66,51.45,0,Oven-Roasted Whole Fish,Fish,None,None
6,0,1,0,0,85,,312.04,23.73,8.26,35.84,0,Pann Bagnat,None,None,None
7,0,3,0,2,36,Shrimp,501.52,29.76,12.47,41.32,0,Quick-Cured Sake Salmon with Quinoa,None,None,None
13,0,3,1,0,154,"Shellfish, Squid, Shrimp",669.97,30.92,44.3,38.38,0,Green Goddess Chicken Wraps,Chicken,None,None
9,1,3,0,2,116,Pine nut,625.51,28.69,26.08,37.52,0,Fish Stew,Fish,None,None
15,1,1,1,0,50,,342.42,42.47,5.33,10.66,0,Baked Sea Bass With Ginger Ponzu Sauce,None,None,None
7,0,0,1,2,43,Mackerel,445.68,38.61,31.13,0.86,0,Grilled Salmon with Basil,None,None,None
13,0,3,1,3,64,Peach,528.57,6.98,36.34,35.7,0,Braised Veal Shank with Marjoram: Stinco di Vitello,None,None,None
13,0,0,0,1,126,,457.53,60.61,21.48,2.11,0,Grilled Striped Bass with Lemon and Fennel,Lemon,None,None
11,0,1,0,1,31,"Mackerel, Pine nut",302.72,35.0,7.6,22.12,0,Baked Seabass with Homemade Garlic Butter and Herb Bread Crumb Topping,Garlic,None,None
14,0,0,1,1,62,"Milk, Wheat, Crab",593.36,45.96,40.55,10.42,0,Salmon With Honey Mustard Pan Sauce,None,None,None
8,0,1,0,1,122,Wheat,272.62,24.37,4.04,29.62,0,Miso And Soy Chilean Sea Bass,None,None,None
7,0,0,0,3,107,Shellfish,505.81,35.54,39.09,2.43,0,Salmon In Sorrel Sauce,None,None,None
13,0,3,0,0,28,Chicken,695.05,36.53,42.52,40.68,0,Grilled Caesar Salad with Shrimp,Shrimp,None,None
6,1,3,0,1,76,"Soybean, Buckwheat, Squid",632.31,15.13,43.71,47.09,0,Butternut Squash Tart With Anchovy Vinaigrette,Anchovy,None,None
9,0,1,1,1,151,"Beef, Crab",217.93,31.05,8.26,4.62,0,Sea Bass Crusted with Moroccan Spices,None,None,None
6,1,1,1,1,177,"Sulfurous acid, Peanut, Pork",352.05,34.75,9.22,31.44,0,Fish And Chips,Fish,None,None
16,0,0,1,3,10,"Tomato, Egg",423.67,6.93,31.74,28.7,0,Find the book,None,None,None
14,1,1,1,2,135,,272.62,24.37,4.04,29.62,0,Miso And Soy Chilean Sea Bass,None,None,None
12,0,0,1,0,25,Pork,447.0,34.87,31.55,4.86,0,Seared Salmon With Mustard-caper Butter,None,None,None
11,1,3,0,0,59,,683.1,43.52,36.55,44.04,0,Sea Bass Fillets with Parsley Sauce,None,None,None
14,0,2,0,3,131,"Pine nut, Buckwheat, Tomato",354.13,35.21,20.49,3.76,0,Grilled Salmon with Mustard-Wine Sauce,None,None,None
10,1,0,0,2,118,Mackerel,581.72,31.59,33.73,35.61,0,Stuffed Fish in Puff Pastry,Fish,None,None
13,0,0,0,0,116,,576.44,44.24,35.8,15.61,0,Pan Bagnat,None,None,None
16,1,2,1,0,13,,442.28,55.88,18.06,8.92,0,Black Cod with Chanterelle Ragout,None,None,None
8,1,2,0,3,67,"Wheat, Soybean, Chicken",304.0,34.42,16.59,2.71,0,Poached Wild Salmon,None,None,None
9,1,3,0,2,51,"Beef, Egg",519.14,53.92,19.17,38.73,0,Cauliflower Mushroom Leek Soup With Butter Fish,Fish,None,None
7,1,3,1,0,176,"Mackerel, Peanut, Shrimp",687.42,59.83,36.08,32.61,0,Roasted Halibut With Bacon On Mashed Potatoes With Cabbage Recipe,Potato,None,None
11,1,3,0,0,106,"Walnut, Chicken",623.99,12.79,50.51,36.14,0,Caesar Salad With Toasty Garlic Croutons,Garlic,None,None
8,1,1,1,2,24,"Peanut, Mackerel, Chicken",298.55,34.58,6.27,28.78,0,Salsa-baked Fish,Fish,None,None
8,0,3,1,3,171,"Pork, Soybean",980.06,51.36,55.96,31.33,0,Poached Salmon With Corn And White Wine?ÃÂbutter Sauce,None,None,None
10,0,2,0,2,178,,441.98,63.24,7.1,34.29,0,"Tuna, potato and green bean salad",Potato,None,None
12,1,0,0,3,144,,525.91,42.76,33.14,2.66,0,Capers and Halibut,None,None,None
14,0,2,1,2,102,,312.15,30.27,14.49,2.73,0,Vermentino-Braised Sea Bass,None,None,None
14,1,0,0,1,50,,419.75,38.51,23.46,14.33,0,Miso Salmon With Mushrooms,None,None,None
16,0,0,0,1,66,,422.95,23.15,34.02,7.57,0,"Pizza Recipe With Mozzarella, Anchovies, Chilli, Capers & Parsley",None,None,None
14,1,1,0,0,107,,388.92,25.57,7.98,44.98,0,Mixed Seafood Risotto,None,None,None
15,1,2,1,3,122,Squid,397.95,60.42,15.52,0.26,0,Roasted Whole Sea Bass with Bay Leaves,None,None,None
16,0,0,0,1,56,,480.11,7.48,30.52,44.38,0,Piquillo-Pepper Num Pangs,None,None,None
11,0,0,1,1,5,"Chicken, Beef, Tomato",585.57,36.72,48.13,1.08,0,Salmon Rillettes/salmon Spread,None,None,None
9,1,1,0,2,173,"Peach, Sulfurous acid, Beef",196.57,31.74,6.56,1.05,0,Halibut Meunire,None,None,None
7,0,3,1,0,29,"Pork, Walnut, Sulfurous acid",608.9,57.88,22.87,41.0,0,Grilled Tuna Steaks With Onion Dill Butter,None,None,None
12,0,3,1,1,66,"Beef, Squid",821.23,78.02,44.31,33.73,0,Roasted Salmon With Spicy Cauliflower,None,None,None
8,1,1,0,1,56,Soybean,333.62,30.23,7.89,32.88,0,Cajun Shrimp and Catfish,Shrimp,Fish,None
16,0,0,0,3,131,Egg,476.99,10.36,23.29,57.81,0,Stuffed Pizza Pie with Escarole,None,None,None
14,1,0,1,2,35,,545.76,24.59,40.86,21.83,0,"Romaine Lettuce dressed with Anchovy Puree, Crumbled Hard Boiled Egg and Toasted Whole Grain Bread Bites",Anchovy,Egg,None
7,0,3,1,3,119,"Squid, Mackerel",556.71,18.93,24.36,67.1,0,"Orecchiette with Cauliflower, Anchovies and Pistachios",None,None,None
11,0,0,0,3,136,"Milk, Chicken",581.03,29.36,43.77,17.94,0,Pecan-crusted Trout with Peach-Habanero Chile Sauce,Peach,None,None
6,1,2,0,3,25,Walnut,359.78,43.1,14.94,12.46,0,Roasted Halibut with Fennel and Croutons,None,None,None
6,0,3,0,1,12,"Sulfurous acid, Shrimp",626.81,35.06,35.12,44.54,0,Sole With Summer Vegetable Salsa,None,None,None
7,0,0,0,2,24,"Mackerel, Shellfish, Walnut",416.62,14.3,16.81,54.36,0,Pasta with Smothered Broccoli Rabe and Olives,None,None,None
10,0,1,0,2,52,,193.0,20.7,8.95,6.94,0,Shrimp and Crab Stuffed Flounder,Crab,Shrimp,None
12,1,0,0,1,81,Chicken,549.76,9.87,37.8,43.13,0,Dad's Caesar Salad,None,None,None
9,0,1,1,2,133,"Peach, Milk",153.86,15.67,4.38,14.56,0,"Fish and Vegetable Soup with Lime, Ginger, and Cilantro",Fish,None,None
12,1,3,1,0,98,,543.73,54.83,22.48,31.2,0,Chili-Cumin Fried Fish,Fish,None,None
9,1,2,0,2,48,"Shellfish, Beef",352.05,34.75,9.22,31.44,0,Fish And Chips,Fish,None,None
15,0,0,1,2,160,,564.05,47.92,31.68,22.43,0,Baked Dijon Salmon,None,None,None
8,0,3,0,1,91,Sulfurous acid,702.78,26.36,53.03,32.66,0,Grilled Mozzarella Sandwich With Anchovy-olive Tapenade,Anchovy,None,None
16,1,0,1,2,105,Shellfish,442.68,34.55,26.55,4.44,0,Big City Salmon with Martini Sauce,None,None,None
6,1,0,1,0,125,"Pork, Shrimp",555.62,14.08,42.99,34.78,0,Prosciutto-wrapped Salmon With Warm Corn-mushroom Salsa,None,None,None
6,0,3,0,1,152,,810.28,17.99,61.37,55.94,0,Little Gem Lettuce With House Caesar Dressing,None,None,None
14,1,1,0,1,80,,362.02,28.46,8.16,22.65,0,Cod Poached in Tomato-Saffron Broth,Tomato,None,None
11,0,3,0,1,97,Shrimp,869.05,66.61,41.97,54.03,0,Chicken Thighs with Garlicky Crumbs and Snap Peas,Garlic,Chicken,None
14,1,2,1,1,32,,332.76,14.53,29.77,2.93,0,Sole With Orange Brown Butter,None,None,None
16,1,2,1,3,15,"Tomato, Buckwheat",396.12,23.63,29.1,17.06,0,More of the same: Tricolore Eggplant Bruschetta ??A cooking blog - Kitchenist,Egg,None,None
10,1,0,1,3,102,,441.13,12.1,17.28,60.91,0,Cajun-Baked Catfish,Fish,None,None
7,0,0,0,3,60,"Shrimp, Milk",507.28,34.19,35.76,13.6,0,Sauteed Striped Bass with Mint Pesto and Spiced Carrots,Carrot,None,None
9,1,3,0,3,53,"Walnut, Shrimp, Pork",721.56,45.23,32.23,44.2,0,Seared Wild Salmon With New Potatoes And Dijon Broth,Potato,None,None
8,0,3,0,1,119,"Wheat, Egg, Peanut",802.14,56.98,40.85,48.67,0,Slow-Roasted Salmon with Cherry Tomatoes and Couscous,Tomato,None,None
13,0,3,1,2,96,,544.9,8.76,39.87,43.94,0,Natural Factors Tropical Summer Caesar Salad,None,None,None
13,0,3,0,2,135,"Soybean, Shrimp",680.06,56.03,33.77,41.17,0,Eggplant Stuffed With Savory Beef,Egg,Beef,None
9,0,3,0,3,12,Wheat,727.66,72.13,25.26,55.84,0,Sea Bass Wrapped In Sea Lettuce With Potato Cream,Potato,None,None
6,0,1,1,0,60,"Crab, Tomato, Peanut",339.51,27.72,8.47,10.53,0,Whole Roasted Fish,Fish,None,None
13,1,1,1,0,65,"Crab, Pine nut, Shellfish",247.89,21.43,3.02,12.93,0,Grappa-Cured Striped Bass,None,None,None
14,1,1,1,1,158,"Squid, Shrimp, Mackerel",259.64,32.33,7.82,12.21,0,"Sea Bass with Fennel, Tomato and Orange",Tomato,None,None
11,1,3,0,1,168,,577.73,12.98,27.85,70.19,0,NYC Vodka Arrabbiata,None,None,None
16,1,1,0,0,152,,333.57,60.79,8.07,1.11,0,Chili-Roasted Cod,None,None,None
16,1,2,1,0,49,,300.84,33.08,10.13,16.53,0,Striped Bass MeuniÃÂÃÂ¨re,None,None,None
6,1,3,0,0,57,"Pine nut, Peach, Tomato",810.28,17.99,61.37,55.94,0,Little Gem Lettuce With House Caesar Dressing,None,None,None
7,0,3,1,2,83,"Squid, Shellfish, Soybean",713.18,52.0,38.7,38.11,0,Chicken Thighs With Snap Peas And Agliata,Chicken,None,None
6,0,3,0,0,111,Shrimp,518.63,21.08,24.98,58.18,0,Chickpea Puttanesca,None,None,None
8,0,3,1,3,60,,687.42,59.83,36.08,32.61,0,Roasted Halibut With Bacon On Mashed Potatoes With Cabbage Recipe,Potato,None,None
7,1,1,0,0,55,"Wheat, Milk",286.83,15.57,9.58,40.92,0,Sauted Squid Salad With Salsa Verde,Squid,None,None
15,0,2,1,2,66,"Pine nut, Walnut, Milk",431.78,53.2,15.82,17.44,0,Sauteed Ling Cod With Leeks & Anchovy Butter,Anchovy,None,None
11,1,1,0,3,131,,282.95,29.21,8.07,28.08,0,Fish and Zucchini Puttanesca Stew,Fish,None,None
14,0,0,0,2,115,,519.14,53.92,19.17,38.73,0,Cauliflower Mushroom Leek Soup With Butter Fish,Fish,None,None
6,0,1,1,3,125,,185.53,19.83,3.16,18.84,0,Fish Chowder,Fish,None,None
9,1,0,0,3,161,"Squid, Chicken, Wheat",454.09,34.07,34.01,1.05,0,Bacon-wrapped Bluefish,Fish,None,None
13,0,2,0,2,28,,313.93,10.01,27.64,11.87,0,Faux Peanut Sauce,Peanut,None,None
7,0,0,0,0,33,,485.07,37.78,28.84,18.05,0,Shrimp Georgie Porgie,Shrimp,None,None
15,1,0,0,0,125,"Shellfish, Egg, Squid",505.81,35.54,39.09,2.43,0,Salmon In Sorrel Sauce,None,None,None
16,0,0,1,2,172,"Pine nut, Egg",466.57,34.88,34.51,4.47,0,Blackened Salmon Fillets,None,None,None
9,0,3,1,0,76,,718.38,45.43,34.17,55.53,0,Sicilian Stuffed Swordfish with Cherry Tomato Sauce,Tomato,Fish,None
7,0,1,1,1,145,,378.34,25.17,7.48,27.76,0,Sake-steamed Sockeye Salmon With Sake Butter,None,None,None
11,1,0,0,2,124,,509.14,37.46,16.58,52.11,0,"Crisp Striped Bass With Preserved Lemon, Chickpeas, And Couscous",Lemon,None,None
14,1,0,1,1,82,,544.58,38.06,36.26,17.8,0,Seared Salmon with Indian-Inspired Cream Sauce,None,None,None
6,1,3,1,3,139,,981.59,37.94,61.53,63.03,0,Salmon Wellington,None,None,None
8,0,3,1,3,107,,545.23,21.73,26.5,56.39,0,"Fiery Spaghetti with Anchovies, Olives, and Capers in a Quick Tomato Sauce",Tomato,None,None
9,1,1,0,1,48,Milk,201.3,28.64,5.96,8.37,0,Miso-Glazed Sea Bass with Asparagus,None,None,None
9,0,1,0,2,179,Pork,201.3,28.64,5.96,8.37,0,Miso-Glazed Sea Bass with Asparagus,None,None,None
9,0,3,1,3,145,Egg,758.48,24.59,45.42,62.51,0,Corn Risotto Garnished with Bacon & Anchovy Sage Leaf Bite,Anchovy,None,None
9,1,2,1,1,145,"Walnut, Peanut",335.31,16.58,23.28,12.3,0,Spicy Mustard Swordfish and Artichoke Kabobs,Fish,None,None
7,0,3,1,0,122,"Shellfish, Beef, Pine nut",673.45,51.32,32.2,46.78,0,Grilled Caesar Salad,None,None,None
12,0,3,1,1,29,"Pine nut, Beef, Tomato",727.38,16.05,50.2,65.43,0,Caponata Di Melanzane,None,None,None
13,0,3,0,0,123,Shellfish,748.38,31.43,47.97,49.23,0,Mozzarella En Carozza,None,None,None
12,0,0,1,2,44,"Pork, Crab, Beef",409.85,34.43,23.78,13.46,0,Chilean Sea Bass,None,None,None
12,0,2,0,2,54,,342.44,36.26,9.71,25.68,0,Oven-Roasted Sea Bass with Couscous and Warm Tomato Vinaigrette,Tomato,None,None
9,0,0,0,0,50,"Chicken, Beef",418.2,29.48,16.6,37.46,0,Snapper Tacos with Chipotle Cream,None,None,None
7,1,3,1,0,26,"Mackerel, Beef",572.13,30.97,22.12,60.73,0,Fish Taco Platter,Fish,None,None
14,0,0,1,0,157,"Buckwheat, Beef, Shrimp",462.71,20.56,25.03,39.68,0,Lemon And Chilli Bread Salad,Lemon,None,None
7,0,3,0,2,135,"Peach, Mackerel",544.9,8.76,39.87,43.94,0,Natural Factors Tropical Summer Caesar Salad,None,None,None
14,0,2,0,2,32,,422.54,41.96,19.59,7.98,0,Rio Grande Trout with Riesling,None,None,None
10,0,1,0,1,54,"Shellfish, Beef",153.86,15.67,4.38,14.56,0,"Fish and Vegetable Soup with Lime, Ginger, and Cilantro",Fish,None,None
11,0,3,1,2,60,"Chicken, Squid",611.24,15.67,49.2,36.99,0,"Roasted Brussels Sprouts With Capers, Walnuts And Anchovies",Walnut,None,None
13,0,1,0,1,91,"Sulfurous acid, Egg",182.72,30.48,5.15,1.93,0,Mojo Bass,None,None,None
14,0,3,0,1,153,"Shrimp, Squid",758.48,24.59,45.42,62.51,0,Corn Risotto Garnished with Bacon & Anchovy Sage Leaf Bite,Anchovy,None,None
12,1,1,0,0,19,,298.55,34.58,6.27,28.78,0,Salsa-baked Fish,Fish,None,None
10,0,3,1,3,47,"Peach, Shrimp, Tomato",727.66,72.13,25.26,55.84,0,Sea Bass Wrapped In Sea Lettuce With Potato Cream,Potato,None,None
9,1,3,0,1,71,Tomato,549.76,9.87,37.8,43.13,0,Dad's Caesar Salad,None,None,None
14,1,0,0,3,75,Mackerel,576.43,13.93,40.39,40.47,0,Caramelized Onion And Fresh Anchovy Tart,Anchovy,None,None
12,1,2,0,1,175,,339.51,27.72,8.47,10.53,0,Whole Roasted Fish,Fish,None,None
10,0,0,1,0,15,Pork,407.35,21.23,15.53,45.51,0,"Mustard Greens, Shrimp, And Anchovy Pasta",Anchovy,Shrimp,None
10,0,0,1,1,109,"Mackerel, Peach, Walnut",485.93,78.02,14.0,7.64,0,Adriatic Fish Broth,Fish,None,None
10,1,0,1,3,114,Beef,498.6,35.06,20.24,46.19,0,Pan Fried Hake With Polenta And Wilted Baby Spinach Recipe,None,None,None
10,0,0,0,1,148,Pork,423.67,6.93,31.74,28.7,0,Find the book,None,None,None
10,1,3,1,2,25,Tomato,578.48,15.14,22.81,56.53,0,Garlic Greens on Toast,Garlic,None,None
11,1,3,1,3,41,"Beef, Egg, Crab",727.66,72.13,25.26,55.84,0,Sea Bass Wrapped In Sea Lettuce With Potato Cream,Potato,None,None
16,0,2,0,0,127,"Walnut, Shrimp, Peach",319.65,13.74,24.89,12.83,0,Pasta Puttanesca,None,None,None
16,0,0,0,3,93,"Beef, Shellfish",579.07,71.09,16.86,29.73,0,Sicilian Fisherman Stew,Fish,None,None
9,0,0,0,0,52,"Peach, Squid, Soybean",435.3,9.17,38.81,16.4,0,Catfish Pecan With Lemon-Thyme-Pecan Butter,Lemon,Fish,None
6,0,0,1,2,127,,413.48,44.92,10.54,23.53,0,Port-Marinated Pork with Prunes and Anchovies,Pork,None,None
15,1,1,0,2,16,"Shellfish, Pork",168.56,18.52,9.63,2.47,0,Tuna Patties,None,None,None
12,0,3,1,3,88,,597.94,11.37,51.89,32.14,0,Broccoli & Burrata,None,None,None
8,0,0,1,1,147,"Soybean, Buckwheat, Sulfurous acid",527.02,4.79,48.36,21.02,0,Green Goddess Dip,None,None,None
12,0,3,0,3,47,"Beef, Shellfish",627.65,48.22,23.75,45.63,0,Dinner Tonight: Mackerel with Currants,Mackerel,None,None
10,1,3,1,2,68,"Buckwheat, Chicken",845.93,39.52,58.68,42.09,0,Grilled Calamari on a Bed of White Beans,None,None,None
14,0,2,0,3,21,Peach,325.1,30.85,20.9,1.67,0,Broiled Tilapia With Parmesan,None,None,None
10,0,3,1,2,134,Mackerel,544.9,8.76,39.87,43.94,0,Natural Factors Tropical Summer Caesar Salad,None,None,None
13,0,1,0,3,153,Chicken,186.27,30.94,5.73,0.88,0,Whole Black Bass with Ginger and Scallions,None,None,None
6,0,0,1,3,28,"Walnut, Shrimp",518.63,21.08,24.98,58.18,0,Chickpea Puttanesca,None,None,None
11,1,1,0,0,162,Chicken,312.02,23.73,8.26,35.84,0,Pan Bagnat,None,None,None
13,0,3,1,0,62,Buckwheat,556.71,18.93,24.36,67.1,0,"Orecchiette with Cauliflower, Anchovies and Pistachios",None,None,None
15,1,1,1,0,37,"Chicken, Shrimp, Buckwheat",298.55,34.58,6.27,28.78,0,Salsa-baked Fish,Fish,None,None
6,0,3,0,0,146,"Crab, Mackerel",509.14,37.46,16.58,52.11,0,"Crisp Striped Bass With Preserved Lemon, Chickpeas, And Couscous",Lemon,None,None
13,1,0,0,3,9,,505.81,35.54,39.09,2.43,0,Salmon In Sorrel Sauce,None,None,None
8,1,1,1,2,80,,230.76,33.74,4.54,12.86,0,Potato-Crusted Snapper,Potato,None,None
8,1,1,1,3,82,,228.88,32.53,6.42,9.01,0,Origami Sea Bass,None,None,None
8,1,3,1,1,145,,501.52,29.76,12.47,41.32,0,Quick-Cured Sake Salmon with Quinoa,None,None,None
13,0,2,0,0,160,"Crab, Egg",423.72,38.66,23.19,13.97,0,Cornmeal-Fried Trout with Grapefruit and Fried Sage,None,None,None
8,1,0,0,1,167,,410.32,45.63,23.17,2.57,0,Sauted Chicken with Tonnato Sauce,Chicken,None,None
7,0,3,1,0,51,,670.12,52.02,38.94,31.23,0,Turkey Tonnato With Potatoes And Green Beans,Potato,None,None
11,0,3,0,0,87,,633.87,42.33,30.57,44.27,0,Corn And Clam Chowder Sauce,None,None,None
10,1,1,0,3,137,"Buckwheat, Shrimp",208.93,34.97,6.55,0.28,0,Broiled Red Snapper with Ginger-Lime Butter,None,None,None
15,0,0,0,2,114,"Beef, Shellfish, Peach",452.44,11.45,42.88,8.1,0,Pescado Almendrado,None,None,None
10,0,2,1,1,100,,337.58,20.52,13.33,37.42,0,Salad Nicoise,None,None,None
12,0,3,0,1,112,Beef,601.25,52.92,28.5,33.08,0,Salt Cod Brandade,None,None,None
14,0,0,1,3,105,,422.54,41.96,19.59,7.98,0,Rio Grande Trout with Riesling,None,None,None
14,0,0,1,1,63,,549.2,9.37,38.09,50.61,0,LONG ISLAND BOUILLABAISSE,None,None,None
11,1,0,0,3,141,"Squid, Mackerel",586.17,33.06,40.49,23.36,0,Lemon Cream Roast Salmon With Whipped Parsnips,Lemon,None,None
13,1,0,1,2,75,Pork,445.68,38.61,31.13,0.86,0,Grilled Salmon with Basil,None,None,None
10,1,0,0,3,126,,494.55,21.57,18.38,61.65,0,Seabass Ravioli from Ischia---Ravioli All' Ischitana,None,None,None
11,1,0,0,0,31,"Crab, Milk",433.67,34.64,11.9,44.72,0,Fusilli Salad with Grilled Chicken and Zucchini,Chicken,None,None
8,1,2,1,2,141,"Tomato, Walnut",392.17,34.51,20.84,14.99,0,Crispy Pan-Fried Sole,None,None,None
7,0,1,0,3,149,Beef,213.57,22.37,8.43,3.26,0,Sole with Tarragon-Butter Sauce,None,None,None
13,0,2,1,0,83,,409.85,34.43,23.78,13.46,0,Chilean Sea Bass,None,None,None
6,0,3,1,0,145,"Egg, Walnut",683.1,43.52,36.55,44.04,0,Sea Bass Fillets with Parsley Sauce,None,None,None
10,1,0,1,2,166,"Soybean, Walnut, Milk",471.93,12.52,35.2,32.56,0,Grilled Radicchio And Romaine Chopped Salad,None,None,None
12,0,0,1,1,14,,503.24,1.87,54.61,4.03,0,Salsa Verde,None,None,None
10,1,1,1,2,148,Milk,286.55,32.87,9.7,14.82,0,Catalan Roasted Sea Bass,None,None,None
8,1,3,0,1,29,"Peanut, Tomato, Shellfish",670.6,73.25,22.41,36.46,0,"Porgy, Roman Style: Pagro alla Romana",None,None,None
15,1,0,1,2,80,,430.27,13.06,23.5,42.11,0,Bay Wolf Caesar,None,None,None
9,0,0,0,0,29,Walnut,589.61,81.56,24.32,7.94,0,Ginger-and-Lemon-Steamed Striped Bass with Fennel Salad,Lemon,None,None
9,0,0,1,3,109,"Crab, Soybean, Egg",470.65,44.64,16.31,36.17,0,The Lady's Bouillabaisse,None,None,None
10,1,3,1,3,106,Peanut,536.29,14.91,24.28,66.86,0,Panzanella,None,None,None
10,1,1,0,2,59,"Buckwheat, Crab, Shrimp",282.95,29.21,8.07,28.08,0,Fish and Zucchini Puttanesca Stew,Fish,None,None
15,0,0,0,0,83,,419.48,36.57,20.17,23.17,0,Hake Fillet with Jasmine Rice,Rice,None,None
15,0,2,1,2,63,Shellfish,376.59,33.26,21.36,12.28,0,Steamed Sea Bass in Napa Cabbage,Napa cabbage,None,None
13,0,0,0,2,29,Mackerel,586.1,53.78,25.03,36.7,0,French Tuna Burger With Green Bean Salad,None,None,None
12,0,2,1,0,55,"Beef, Peach, Crab",446.01,15.17,27.3,34.43,0,Ceasar Salad,None,None,None
7,1,1,0,0,19,"Wheat, Soybean, Walnut",238.12,33.2,7.12,7.13,0,Steamed Cod with Crisp Vegetables,None,None,None
15,0,2,0,2,112,Egg,342.63,29.21,20.65,9.31,0,Crab Stuffed Haddock,Crab,None,None
15,1,2,1,1,27,"Chicken, Tomato, Peach",419.95,24.4,21.28,25.84,0,Fried Eel,None,None,None
14,0,2,1,2,52,"Tomato, Beef, Sulfurous acid",373.4,22.26,15.4,37.03,0,Cook the Book: Smoked Trout Chowder,None,None,None
11,0,3,0,1,151,,695.05,36.53,42.52,40.68,0,Grilled Caesar Salad with Shrimp,Shrimp,None,None
15,1,0,1,1,57,Buckwheat,409.06,10.82,28.02,28.34,0,Parmesan & Anchovy Straws,Anchovy,None,None
13,1,2,1,1,160,,308.23,34.02,16.12,8.86,0,Spicy Kimchi Stew (kimchi Jjigae),None,None,None
6,1,1,1,2,151,,361.16,44.64,9.69,14.85,0,Sake-Steamed Halibut with Ginger and Cabbage,None,None,None
13,1,0,0,0,72,"Tomato, Mackerel",480.11,7.48,30.52,44.38,0,Piquillo-Pepper Num Pangs,None,None,None
12,1,0,1,1,32,"Buckwheat, Milk, Chicken",471.75,33.25,18.58,15.7,0,Saffron Sea Bass Bowl,None,None,None
15,0,0,1,1,78,,425.87,24.37,25.45,12.12,0,Salmon In A Bag,None,None,None
7,1,2,0,2,160,,401.7,36.07,24.39,8.38,0,Panfried Red Snapper With Chipotle Butter,None,None,None
12,0,0,0,1,37,Peanut,567.89,16.81,27.74,64.37,0,"Spaghettini with Tomatoes, Anchovies and Almonds",Tomato,None,None
12,1,0,0,3,65,"Beef, Chicken, Buckwheat",468.25,40.85,13.82,43.64,0,"Floribbean"" Grouper with Red Pepper-Papaya Jam",None,None,None
15,1,2,0,0,85,Shellfish,388.3,34.24,22.21,13.74,0,Sauted Bass With Mint Pesto And Spiced Carrots,Carrot,None,None
